Type,Arrival Date,Main Cabin Seats,Flight Number,Destination Code,Origin Airport,Miner Points,Origin Code,Business Class Price,Main Cabin Price,Departing Time,Duration,Surcharge,Origin Airport Lounge,Distance,Time Zone Difference,Arrival Time,Departing Date,Origin Airport State,Origin Airport Country,Origin Airport Fee,Destination Airport City,Food Served,Destination Airport State,Destination Airport Country,Destination Airport Fee,Destination Airport Lounge,Route Cost,Total Seats,ID,First Class Seats,Destination Airport,Business Class Seats,Origin Airport City,First Class Price,First Class Seats Sold,Business Class Seats Sold,Main Class Seats Sold,Total First Class Revenue,Total Business Class Revenue,Total Main Class Revenue
Domestic,3/28/23,87,231451,DFW,El Paso International Airport,1102,ELP,659,507,5:30 AM,94,0,false,551,1,8:04 AM,3/28/23,Texas,United States,3.5,Dallas,false,Texas,United States,3.0,true,11686,138,451,13,Dallas/Ft. Worth International Airport,38,El Paso,3198,0,15,0,0,9885,0
Domestic,3/28/23,81,232452,DFW,El Paso International Airport,1102,ELP,905,167,8:25 AM,94,0,false,551,1,10:59 AM,3/28/23,Texas,United States,3.5,Dallas,false,Texas,United States,3.0,true,11686,132,452,8,Dallas/Ft. Worth International Airport,43,El Paso,1692,2,1,19,3384,905,3173
Domestic,3/28/23,94,233453,DFW,El Paso International Airport,1102,ELP,570,383,12:10 PM,94,0,false,551,1,2:44 PM,3/28/23,Texas,United States,3.5,Dallas,false,Texas,United States,3.0,true,11686,139,453,9,Dallas/Ft. Worth International Airport,36,El Paso,3493,3,13,9,10479,7410,3447
Domestic,3/28/23,79,234454,ELP,Dallas/Ft. Worth International Airport,1102,DFW,1036,401,5:30 AM,94,0,true,551,-1,6:04 AM,3/28/23,Texas,United States,3.0,El Paso,false,Texas,United States,3.5,false,19082,129,454,9,El Paso International Airport,41,Dallas,2310,0,19,16,0,19684,6416
Domestic,3/28/23,83,235455,ELP,Dallas/Ft. Worth International Airport,1102,DFW,874,272,8:25 AM,94,0,true,551,-1,8:59 AM,3/28/23,Texas,United States,3.0,El Paso,false,Texas,United States,3.5,false,19082,138,455,9,El Paso International Airport,46,Dallas,2411,1,4,18,2411,3496,4896
Domestic,3/28/23,71,236456,ELP,Dallas/Ft. Worth International Airport,1102,DFW,622,248,12:10 PM,94,0,true,551,-1,12:44 PM,3/28/23,Texas,United States,3.0,El Paso,false,Texas,United States,3.5,false,19082,129,456,7,El Paso International Airport,51,Dallas,3397,3,10,21,10191,6220,5208
Domestic,3/28/23,84,237457,LAX,El Paso International Airport,1428,ELP,1055,306,5:30 AM,113,0,false,714,-1,6:23 AM,3/28/23,Texas,United States,3.5,Los Angeles,false,California,United States,4.0,true,14000,122,457,3,Los Angeles International Airport,35,El Paso,1920,5,23,13,9600,24265,3978
Domestic,3/28/23,75,238458,LAX,El Paso International Airport,1428,ELP,716,173,8:25 AM,113,0,false,714,-1,9:18 AM,3/28/23,Texas,United States,3.5,Los Angeles,false,California,United States,4.0,true,14000,123,458,13,Los Angeles International Airport,35,El Paso,2935,0,14,10,0,10024,1730
Domestic,3/28/23,93,230459,LAX,El Paso International Airport,1428,ELP,1075,303,12:10 PM,113,0,false,714,-1,1:03 PM,3/28/23,Texas,United States,3.5,Los Angeles,false,California,United States,4.0,true,14000,163,459,9,Los Angeles International Airport,61,El Paso,1275,2,1,1,2550,1075,303
Domestic,3/28/23,65,231460,ELP,Los Angeles International Airport,1428,LAX,852,150,5:30 AM,113,0,true,714,1,8:23 AM,3/28/23,California,United States,4.0,El Paso,false,Texas,United States,3.5,false,10513,120,460,10,El Paso International Airport,45,Los Angeles,2838,0,16,25,0,13632,3750
Domestic,3/28/23,66,232461,ELP,Los Angeles International Airport,1428,LAX,1053,478,8:25 AM,113,0,true,714,1,11:18 AM,3/28/23,California,United States,4.0,El Paso,false,Texas,United States,3.5,false,10513,118,461,9,El Paso International Airport,43,Los Angeles,3181,0,0,21,0,0,10038
Domestic,3/28/23,87,233462,ELP,Los Angeles International Airport,1428,LAX,1109,414,12:10 PM,113,0,true,714,1,3:03 PM,3/28/23,California,United States,4.0,El Paso,false,Texas,United States,3.5,false,10513,148,462,15,El Paso International Airport,46,Los Angeles,2431,0,5,17,0,5545,7038
Domestic,3/28/23,73,234463,ORD,El Paso International Airport,2470,ELP,1140,149,5:30 AM,176,0,false,1235,1,9:26 AM,3/28/23,Texas,United States,3.5,Chicago,false,Illinois,United States,4.5,true,10706,137,463,14,Chicago International Airport,50,El Paso,1656,0,13,21,0,14820,3129
Domestic,3/28/23,71,235464,ORD,El Paso International Airport,2470,ELP,939,367,8:25 AM,176,0,false,1235,1,12:21 PM,3/28/23,Texas,United States,3.5,Chicago,false,Illinois,United States,4.5,true,10706,97,464,4,Chicago International Airport,22,El Paso,1618,6,24,17,9708,22536,6239
Domestic,3/28/23,72,236465,ORD,El Paso International Airport,2470,ELP,632,291,12:10 PM,176,0,false,1235,1,4:06 PM,3/28/23,Texas,United States,3.5,Chicago,false,Illinois,United States,4.5,true,10706,130,465,8,Chicago International Airport,50,El Paso,2977,0,8,26,0,5056,7566
Domestic,3/28/23,85,237466,ELP,Chicago International Airport,2470,ORD,700,477,5:30 AM,176,0,true,1235,-1,7:26 AM,3/28/23,Illinois,United States,4.5,El Paso,false,Texas,United States,3.5,false,19778,144,466,5,El Paso International Airport,54,Chicago,2350,4,6,6,9400,4200,2862
Domestic,3/28/23,75,238467,ELP,Chicago International Airport,2470,ORD,961,347,8:25 AM,176,0,true,1235,-1,10:21 AM,3/28/23,Illinois,United States,4.5,El Paso,false,Texas,United States,3.5,false,19778,136,467,11,El Paso International Airport,50,Chicago,2801,0,6,11,0,5766,3817
Domestic,3/28/23,79,230468,ELP,Chicago International Airport,2470,ORD,1009,257,12:10 PM,176,0,true,1235,-1,2:06 PM,3/28/23,Illinois,United States,4.5,El Paso,false,Texas,United States,3.5,false,19778,132,468,10,El Paso International Airport,43,Chicago,2087,0,6,9,0,6054,2313
Domestic,3/28/23,65,231469,ATL,El Paso International Airport,2560,ELP,602,254,5:30 AM,181,0,false,1280,2,10:31 AM,3/28/23,Texas,United States,3.5,Atlanta,false,Georgia,United States,4.5,true,11291,122,469,10,Hartsfield-Jackson Atlanta International Airport,47,El Paso,2551,0,0,31,0,0,7874
Domestic,3/28/23,90,232470,ATL,El Paso International Airport,2560,ELP,751,264,8:25 AM,181,0,false,1280,2,1:26 PM,3/28/23,Texas,United States,3.5,Atlanta,false,Georgia,United States,4.5,true,11291,153,470,3,Hartsfield-Jackson Atlanta International Airport,60,El Paso,2334,8,1,7,18672,751,1848
Domestic,3/28/23,74,233471,ATL,El Paso International Airport,2560,ELP,680,425,12:10 PM,181,0,false,1280,2,5:11 PM,3/28/23,Texas,United States,3.5,Atlanta,false,Georgia,United States,4.5,true,11291,143,471,11,Hartsfield-Jackson Atlanta International Airport,58,El Paso,1969,0,0,14,0,0,5950
Domestic,3/28/23,90,234472,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,637,304,5:30 AM,181,0,true,1280,-2,6:31 AM,3/28/23,Georgia,United States,4.5,El Paso,false,Texas,United States,3.5,false,10990,145,472,13,El Paso International Airport,42,Atlanta,2829,0,18,5,0,11466,1520
Domestic,3/28/23,82,235473,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,772,519,8:25 AM,181,0,true,1280,-2,9:26 AM,3/28/23,Georgia,United States,4.5,El Paso,false,Texas,United States,3.5,false,10990,102,473,1,El Paso International Airport,19,Atlanta,1952,8,26,20,15616,20072,10380
Domestic,3/28/23,85,236474,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,664,245,12:10 PM,181,0,true,1280,-2,1:11 PM,3/28/23,Georgia,United States,4.5,El Paso,false,Texas,United States,3.5,false,10990,139,474,13,El Paso International Airport,41,Atlanta,1647,0,7,4,0,4648,980
Domestic,3/28/23,56,237475,JFK,El Paso International Airport,3806,ELP,594,209,5:30 AM,256,0,false,1903,2,11:46 AM,3/28/23,Texas,United States,3.5,New York,false,New York,United States,6.0,true,16215,113,475,3,John F. Kennedy International Airport,54,El Paso,2853,5,5,37,14265,2970,7733
Domestic,3/28/23,81,238476,JFK,El Paso International Airport,3806,ELP,709,508,8:25 AM,256,0,false,1903,2,2:41 PM,3/28/23,Texas,United States,3.5,New York,false,New York,United States,6.0,true,16215,147,476,15,John F. Kennedy International Airport,51,El Paso,2176,0,11,12,0,7799,6096
Domestic,3/28/23,74,230477,JFK,El Paso International Airport,3806,ELP,826,533,12:10 PM,256,0,false,1903,2,6:26 PM,3/28/23,Texas,United States,3.5,New York,false,New York,United States,6.0,true,16215,127,477,13,John F. Kennedy International Airport,40,El Paso,2706,0,0,24,0,0,12792
Domestic,3/28/23,98,231478,ELP,John F. Kennedy International Airport,3806,JFK,1132,286,5:30 AM,256,0,true,1903,-2,7:46 AM,3/28/23,New York,United States,6.0,El Paso,false,Texas,United States,3.5,false,12213,166,478,15,El Paso International Airport,53,New York,3389,0,10,2,0,11320,572
Domestic,3/28/23,88,232479,ELP,John F. Kennedy International Airport,3806,JFK,725,415,8:25 AM,256,0,true,1903,-2,10:41 AM,3/28/23,New York,United States,6.0,El Paso,false,Texas,United States,3.5,false,12213,147,479,7,El Paso International Airport,52,New York,1900,1,10,3,1900,7250,1245
Domestic,3/28/23,91,233480,ELP,John F. Kennedy International Airport,3806,JFK,823,329,12:10 PM,256,0,true,1903,-2,2:26 PM,3/28/23,New York,United States,6.0,El Paso,false,Texas,United States,3.5,false,12213,141,480,14,El Paso International Airport,36,New York,2531,0,8,13,0,6584,4277
Domestic,3/28/23,89,234481,BOS,El Paso International Airport,4128,ELP,610,368,5:30 AM,275,0,false,2064,2,12:05 PM,3/28/23,Texas,United States,3.5,Boston,false,Massachusetts,United States,3.0,true,11994,130,481,15,Boston Logan International Airport,26,El Paso,2522,0,19,9,0,11590,3312
Domestic,3/28/23,87,235482,BOS,El Paso International Airport,4128,ELP,855,525,8:25 AM,275,0,false,2064,2,3:00 PM,3/28/23,Texas,United States,3.5,Boston,false,Massachusetts,United States,3.0,true,11994,130,482,2,Boston Logan International Airport,41,El Paso,2377,6,0,17,14262,0,8925
Domestic,3/28/23,87,236483,BOS,El Paso International Airport,4128,ELP,761,518,12:10 PM,275,0,false,2064,2,6:45 PM,3/28/23,Texas,United States,3.5,Boston,false,Massachusetts,United States,3.0,true,11994,141,483,12,Boston Logan International Airport,42,El Paso,2312,1,9,14,2312,6849,7252
Domestic,3/28/23,84,237484,ELP,Logan International Airport,4128,BOS,604,196,5:30 AM,275,0,true,2064,2,12:05 PM,3/28/23,Massachusetts,United States,3.0,El Paso,false,Texas,United States,3.5,false,15119,146,484,11,El Paso International Airport,51,Boston,2589,3,5,15,7767,3020,2940
Domestic,3/28/23,88,238485,ELP,Logan International Airport,4128,BOS,590,188,8:25 AM,275,0,true,2064,2,3:00 PM,3/28/23,Massachusetts,United States,3.0,El Paso,false,Texas,United States,3.5,false,15119,138,485,13,El Paso International Airport,37,Boston,2285,0,10,16,0,5900,3008
Domestic,3/28/23,89,230486,ELP,Logan International Airport,4128,BOS,617,214,12:10 PM,275,0,true,2064,2,6:45 PM,3/28/23,Massachusetts,United States,3.0,El Paso,false,Texas,United States,3.5,false,15119,144,486,11,El Paso International Airport,44,Boston,1987,4,8,14,7948,4936,2996
Domestic,3/28/23,68,231487,LAS,El Paso International Airport,1164,ELP,1155,192,5:30 AM,97,0,false,582,-1,6:07 AM,3/28/23,Texas,United States,3.5,Las Vegas,false,Nevada,United States,3.5,true,17071,135,487,11,Harry Reid International Airport,56,El Paso,2784,0,3,21,0,3465,4032
Domestic,3/28/23,76,232488,LAS,El Paso International Airport,1164,ELP,843,164,8:25 AM,97,0,false,582,-1,9:02 AM,3/28/23,Texas,United States,3.5,Las Vegas,false,Nevada,United States,3.5,true,17071,150,488,13,Harry Reid International Airport,61,El Paso,2530,0,2,25,0,1686,4100
Domestic,3/28/23,68,233489,LAS,El Paso International Airport,1164,ELP,975,352,12:10 PM,97,0,false,582,-1,12:47 PM,3/28/23,Texas,United States,3.5,Las Vegas,false,Nevada,United States,3.5,true,17071,112,489,10,Harry Reid International Airport,34,El Paso,3259,0,20,20,0,19500,7040
Domestic,3/28/23,77,234490,ELP,Harry Reid International Airport,1164,LAS,976,377,5:30 AM,97,0,true,582,1,8:07 AM,3/28/23,Nevada,United States,3.5,El Paso,false,Texas,United States,3.5,false,16242,127,490,14,El Paso International Airport,36,Las Vegas,2351,0,10,24,0,9760,9048
Domestic,3/28/23,74,235491,ELP,Harry Reid International Airport,1164,LAS,559,496,8:25 AM,97,0,true,582,1,11:02 AM,3/28/23,Nevada,United States,3.5,El Paso,false,Texas,United States,3.5,false,16242,120,491,13,El Paso International Airport,33,Las Vegas,1819,0,30,21,0,16770,10416
Domestic,3/28/23,80,236492,ELP,Harry Reid International Airport,1164,LAS,829,283,12:10 PM,97,0,true,582,1,2:47 PM,3/28/23,Nevada,United States,3.5,El Paso,false,Texas,United States,3.5,false,16242,148,492,15,El Paso International Airport,53,Las Vegas,2647,0,0,12,0,0,3396
International,3/28/23,73,237493,LHR,El Paso International Airport,15444,ELP,4205,984,5:30 AM,645,13,false,5148,7,11:15 PM,3/28/23,Texas,United States,3.5,London,true,United Kingdom,England,5.0,true,66329,144,493,15,Heathrow Airport,56,El Paso,10105,0,8,13,0,33744,12961
International,3/29/23,92,238494,LHR,El Paso International Airport,15444,ELP,3223,833,8:25 AM,645,13,false,5148,7,2:10 AM,3/28/23,Texas,United States,3.5,London,true,United Kingdom,England,5.0,true,66329,157,494,8,Heathrow Airport,57,El Paso,3652,0,0,8,0,0,6768
International,3/29/23,89,230495,LHR,El Paso International Airport,15444,ELP,3397,875,12:10 PM,645,13,false,5148,7,5:55 AM,3/28/23,Texas,United States,3.5,London,true,United Kingdom,England,5.0,true,66329,152,495,8,Heathrow Airport,55,El Paso,11284,0,7,10,0,23870,8880
International,3/28/23,75,231496,ELP,Heathrow Airport,15444,LHR,3791,1099,5:30 AM,645,13,false,5148,-7,9:15 AM,3/28/23,United Kingdom,England,5.0,El Paso,true,Texas,United States,3.5,false,72726,124,496,15,El Paso International Airport,34,London,11193,0,10,13,0,38040,14456
International,3/28/23,92,232497,ELP,Heathrow Airport,15444,LHR,5038,1122,8:25 AM,645,13,false,5148,-7,12:10 PM,3/28/23,United Kingdom,England,5.0,El Paso,true,Texas,United States,3.5,false,72726,164,497,14,El Paso International Airport,58,London,5661,0,0,7,0,0,7945
International,3/28/23,91,233498,ELP,Heathrow Airport,15444,LHR,3362,1080,12:10 PM,645,13,false,5148,-7,3:55 PM,3/28/23,United Kingdom,England,5.0,El Paso,true,Texas,United States,3.5,false,72726,151,498,9,El Paso International Airport,51,London,12807,0,3,12,0,10125,13116
International,3/28/23,79,234499,MEX,Abraham Gonzalez International Airport,2871,CJS,4545,776,5:30 AM,142,3,false,957,1,8:52 AM,3/28/23,Chihuahua,Mexico,2.5,Ciudad de Mexico,true,Distrito Federal,Mexico,4.5,false,71871,126,499,9,Aeropuerto Internacional Benito Juarez,38,Juarez,8718,0,5,9,0,22740,7011
International,3/28/23,77,235500,MEX,Abraham Gonzalez International Airport,2871,CJS,5561,1136,8:25 AM,142,3,false,957,1,11:47 AM,3/28/23,Chihuahua,Mexico,2.5,Ciudad de Mexico,true,Distrito Federal,Mexico,4.5,false,71871,138,500,13,Aeropuerto Internacional Benito Juarez,48,Juarez,8750,0,4,10,0,22256,11390
International,3/28/23,100,236501,MEX,Abraham Gonzalez International Airport,2871,CJS,2824,1012,12:10 PM,142,3,false,957,1,3:32 PM,3/28/23,Chihuahua,Mexico,2.5,Ciudad de Mexico,true,Distrito Federal,Mexico,4.5,false,71871,162,501,9,Aeropuerto Internacional Benito Juarez,53,Juarez,11836,0,0,0,0,0,0
International,3/28/23,72,237502,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,4051,1374,5:30 AM,142,3,false,957,-1,6:52 AM,3/28/23,Distrito Federal,Mexico,4.5,Juarez,true,Chihuahua,Mexico,2.5,false,56292,129,502,15,Abraham Gonzalez International Airport,42,Ciudad de Mexico,10853,0,1,13,0,4054,17901
International,3/28/23,72,238503,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,4700,1160,8:25 AM,142,3,false,957,-1,9:47 AM,3/28/23,Distrito Federal,Mexico,4.5,Juarez,true,Chihuahua,Mexico,2.5,false,56292,127,503,9,Abraham Gonzalez International Airport,46,Ciudad de Mexico,7251,0,0,16,0,0,18608
International,3/28/23,85,230504,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,4566,1273,12:10 PM,142,3,false,957,-1,1:32 PM,3/28/23,Distrito Federal,Mexico,4.5,Juarez,true,Chihuahua,Mexico,2.5,false,56292,157,504,15,Abraham Gonzalez International Airport,57,Ciudad de Mexico,9121,0,3,16,0,13707,20416
Domestic,3/28/23,72,231505,LAX,Orlando International Airport,3854,ORL,633,241,5:30 AM,281,0,true,1927,-3,7:11 AM,3/28/23,Florida,United States,5.0,Los Angeles,false,California,United States,4.0,true,70024,122,505,11,Los Angeles International Airport,39,Orlando,3188,0,2,14,0,1266,3374
Domestic,3/28/23,66,232506,LAX,Orlando International Airport,3854,ORL,811,440,8:25 AM,281,0,true,1927,-3,10:06 AM,3/28/23,Florida,United States,5.0,Los Angeles,false,California,United States,4.0,true,70024,110,506,10,Los Angeles International Airport,34,Orlando,3289,0,16,23,0,12976,10120
Domestic,3/28/23,81,233507,LAX,Orlando International Airport,3854,ORL,754,538,12:10 PM,281,0,true,1927,-3,1:51 PM,3/28/23,Florida,United States,5.0,Los Angeles,false,California,United States,4.0,true,70024,153,507,12,Los Angeles International Airport,60,Orlando,3422,0,3,12,0,2262,6456
Domestic,3/28/23,73,234508,ORL,Los Angeles International Airport,3854,LAX,622,196,5:30 AM,281,0,true,1927,3,1:11 PM,3/28/23,California,United States,4.0,Orlando,false,Florida,United States,5.0,true,71901,105,508,10,Orlando International Airport,22,Los Angeles,3019,0,27,21,0,16794,4116
Domestic,3/28/23,85,235509,ORL,Los Angeles International Airport,3854,LAX,857,293,8:25 AM,281,0,true,1927,3,4:06 PM,3/28/23,California,United States,4.0,Orlando,false,Florida,United States,5.0,true,71901,145,509,11,Orlando International Airport,49,Los Angeles,1642,4,12,14,6568,10284,4102
Domestic,3/28/23,66,236510,ORL,Los Angeles International Airport,3854,LAX,582,149,12:10 PM,281,0,true,1927,3,7:51 PM,3/28/23,California,United States,4.0,Orlando,false,Florida,United States,5.0,true,71901,116,510,9,Orlando International Airport,41,Los Angeles,1667,0,17,20,0,9894,2980
Domestic,3/28/23,76,237511,LAX,Logan International Airport,4538,BOS,688,290,5:30 AM,326,0,true,2269,-3,7:56 AM,3/28/23,Massachusetts,United States,3.0,Los Angeles,true,California,United States,4.0,true,51587,114,511,9,Los Angeles International Airport,29,Boston,2459,0,22,26,0,15136,7540
Domestic,3/28/23,98,238512,LAX,Logan International Airport,4538,BOS,576,360,8:25 AM,326,0,true,2269,-3,10:51 AM,3/28/23,Massachusetts,United States,3.0,Los Angeles,true,California,United States,4.0,true,51587,154,512,8,Los Angeles International Airport,48,Boston,3005,0,3,3,0,1728,1080
Domestic,3/28/23,70,230513,LAX,Logan International Airport,4538,BOS,862,397,12:10 PM,326,0,true,2269,-3,2:36 PM,3/28/23,Massachusetts,United States,3.0,Los Angeles,true,California,United States,4.0,true,51587,97,513,9,Los Angeles International Airport,18,Boston,3377,2,22,21,6754,18964,8337
Domestic,3/28/23,84,231514,BOS,Los Angeles International Airport,4538,LAX,855,428,5:30 AM,326,0,true,2269,3,1:56 PM,3/28/23,California,United States,4.0,Boston,true,Massachusetts,United States,3.0,true,51892,142,514,11,Boston Logan International Airport,47,Los Angeles,2530,1,8,14,2530,6840,5992
Domestic,3/28/23,92,232515,BOS,Los Angeles International Airport,4538,LAX,1048,307,8:25 AM,326,0,true,2269,3,4:51 PM,3/28/23,California,United States,4.0,Boston,true,Massachusetts,United States,3.0,true,51892,138,515,11,Boston Logan International Airport,35,Los Angeles,3298,1,17,6,3298,17816,1842
Domestic,3/28/23,94,233516,BOS,Los Angeles International Airport,4538,LAX,583,459,12:10 PM,326,0,true,2269,3,8:36 PM,3/28/23,California,United States,4.0,Boston,true,Massachusetts,United States,3.0,true,51892,146,516,12,Boston Logan International Airport,40,Los Angeles,3147,0,1,1,0,583,459
International,3/28/23,100,234517,CUN,El Paso International Airport,3687,ELP,3870,861,5:30 AM,190,4,false,1229,2,10:40 AM,3/28/23,Texas,United States,3.5,Cancun,true,Quintana Roo,Mexico,4.0,true,76340,156,517,10,Cancun International Airport,46,El Paso,4361,0,2,1,0,7748,865
International,3/28/23,81,235518,CUN,El Paso International Airport,3687,ELP,4874,841,8:25 AM,190,4,false,1229,2,1:35 PM,3/28/23,Texas,United States,3.5,Cancun,true,Quintana Roo,Mexico,4.0,true,76340,138,518,12,Cancun International Airport,45,El Paso,5124,0,0,8,0,0,6760
International,3/28/23,89,236519,CUN,El Paso International Airport,3687,ELP,3083,1030,12:10 PM,190,4,false,1229,2,5:20 PM,3/28/23,Texas,United States,3.5,Cancun,true,Quintana Roo,Mexico,4.0,true,76340,150,519,11,Cancun International Airport,50,El Paso,4843,0,4,11,0,12348,11374
